transcripts	A	T/U	C	G	GC	total	GC%
YGL210W_mRNA	233	156	128	152	280	669	0.41853512705530643
YJL215C_mRNA	91	111	79	79	158	360	0.4388888888888889
YCR075W-A_mRNA	72	59	44	53	97	228	0.42543859649122806
YDR491C_mRNA	145	154	86	107	193	492	0.39227642276422764
YAL030W_mRNA	115	89	69	81	150	354	0.423728813559322
YAL023C_mRNA	598	666	512	504	1016	2280	0.4456140350877193
YML126C_mRNA	464	428	297	287	584	1476	0.3956639566395664
YKL156C-A_mRNA	30	39	22	26	48	117	0.41025641025641024
YPL047W_mRNA	96	79	60	65	125	300	0.4166666666666667
YOL012C_mRNA	123	108	68	106	174	405	0.42962962962962964
YIR039C_mRNA	466	508	328	312	640	1614	0.3965303593556382
YKR026C_mRNA	283	270	160	205	365	918	0.39760348583877997
YGL189C_mRNA	122	79	82	77	159	360	0.44166666666666665
YEL052W_mRNA	444	448	296	342	638	1530	0.4169934640522876
YKL143W_mRNA	519	331	220	322	542	1392	0.38936781609195403
YLR074C_mRNA	160	102	109	130	239	501	0.47704590818363274
YDR252W_mRNA	170	102	85	93	178	450	0.39555555555555555
YPR128C_mRNA	290	305	193	199	392	987	0.3971631205673759
YKL050C_mRNA	967	663	482	657	1139	2769	0.41133983387504514
YDR020C_mRNA	262	179	116	142	258	699	0.36909871244635195
YML077W_mRNA	162	140	85	93	178	480	0.37083333333333335
YCR090C_mRNA	187	162	85	115	200	549	0.36429872495446264
YJL029C_mRNA	837	673	501	458	959	2469	0.3884163628999595
YLR258W_mRNA	625	611	388	494	882	2118	0.4164305949008499
YPR199C_mRNA	289	251	156	189	345	885	0.3898305084745763
YIL076W_mRNA	312	244	173	162	335	891	0.3759820426487093
YJL087C_mRNA	915	676	373	520	893	2484	0.35950080515297905
YER140W_mRNA	556	486	296	333	629	1671	0.37642130460801915
YLR284C_mRNA	279	237	139	188	327	843	0.3879003558718861
YIL012W_mRNA	98	104	63	77	140	342	0.4093567251461988
YAL044C_mRNA	146	119	116	132	248	513	0.4834307992202729
YOR348C_mRNA	402	499	471	512	983	1884	0.5217622080679406
YPL030W_mRNA	573	467	314	350	664	1704	0.38967136150234744
YHR104W_mRNA	305	281	196	202	398	984	0.40447154471544716
YGL184C_mRNA	422	397	282	297	579	1398	0.41416309012875535
YER148W-A_mRNA	130	220	120	109	229	579	0.3955094991364421
YOR380W_mRNA	477	442	373	349	722	1641	0.4399756246191347
YDR117C_mRNA	597	471	299	331	630	1698	0.3710247349823322
YMR040W_mRNA	158	146	76	103	179	483	0.37060041407867494
YBR239C_mRNA	530	393	371	296	667	1590	0.41949685534591197
YDL116W_mRNA	732	648	379	422	801	2181	0.3672627235213205
YHR195W_mRNA	327	239	185	215	400	966	0.4140786749482402
YMR013C_mRNA	453	559	269	279	548	1560	0.35128205128205126
YJR055W_mRNA	185	137	65	108	173	495	0.34949494949494947
YBR115C_mRNA	1264	1244	785	886	1671	4179	0.39985642498205315
YOR260W_mRNA	570	495	341	331	672	1737	0.38687392055267705
YBL067C_mRNA	787	624	384	449	833	2244	0.3712121212121212
YLR399W-A_mRNA	25	39	21	20	41	105	0.3904761904761905
YNR077C_mRNA	87	78	71	19	90	255	0.35294117647058826
YGL166W_mRNA	209	148	152	169	321	678	0.47345132743362833
YOR154W_mRNA	622	473	313	356	669	1764	0.3792517006802721
YLR390W-A_mRNA	146	225	222	124	346	717	0.4825662482566248
YNR004W_mRNA	158	130	59	94	153	441	0.3469387755102041
YOL128C_mRNA	365	323	206	234	440	1128	0.3900709219858156
YKL097C_mRNA	83	113	104	111	215	411	0.5231143552311436
YOR017W_mRNA	862	648	427	466	893	2403	0.371618809821057
YDR457W_mRNA	3202	2952	1718	1935	3653	9807	0.3724890384419292
YGL112C_mRNA	513	449	281	308	589	1551	0.3797549967762734
YBR255C-A_mRNA	107	110	65	81	146	363	0.4022038567493113
YLR173W_mRNA	574	502	364	387	751	1827	0.41105637657361793
YGR121W-A_mRNA	63	71	32	50	82	216	0.37962962962962965
YBR230W-A_mRNA	56	39	43	63	106	201	0.527363184079602
YIL087C_mRNA	117	135	126	96	222	474	0.46835443037974683
YMR060C_mRNA	342	282	160	200	360	984	0.36585365853658536
YIL070C_mRNA	262	228	144	167	311	801	0.3882646691635456
YPL283W-A_mRNA	105	182	109	180	289	576	0.5017361111111112
YDL247W-A_mRNA	30	22	13	10	23	75	0.30666666666666664
YIL173W_mRNA	1481	1379	795	995	1790	4650	0.3849462365591398
YMR087W_mRNA	266	255	154	180	334	855	0.3906432748538012
YGL209W_mRNA	367	271	296	215	511	1149	0.44473455178416016
YDL010W_mRNA	249	183	114	150	264	696	0.3793103448275862
YJL193W_mRNA	342	425	230	212	442	1209	0.3655913978494624
Q0060_mRNA	505	473	106	164	270	1248	0.21634615384615385
YNL165W_mRNA	391	322	261	247	508	1221	0.41605241605241605
YBL052C_mRNA	961	650	409	476	885	2496	0.3545673076923077
YJL146W_mRNA	444	395	270	301	571	1410	0.4049645390070922
YBR272C_mRNA	476	437	219	311	530	1443	0.3672903672903673
YPR027C_mRNA	289	238	159	148	307	834	0.36810551558752996
YPR025C_mRNA	448	302	208	224	432	1182	0.36548223350253806
YPR170C_mRNA	93	115	68	60	128	336	0.38095238095238093
YBR125C_mRNA	384	319	223	256	479	1182	0.40524534686971236
YJL066C_mRNA	233	181	179	166	345	759	0.45454545454545453
YDR271C_mRNA	119	111	76	66	142	372	0.3817204301075269
YGL188C_mRNA	65	57	24	28	52	174	0.2988505747126437
YER017C_mRNA	697	603	474	512	986	2286	0.43132108486439197
YDR189W_mRNA	692	536	406	367	773	2001	0.38630684657671166
YBR005W_mRNA	187	154	137	164	301	642	0.4688473520249221
YBL088C_mRNA	2819	2550	1460	1535	2995	8364	0.3580822572931612
YPL062W_mRNA	120	82	89	114	203	405	0.5012345679012346
YDR532C_mRNA	472	294	159	233	392	1158	0.3385146804835924
YMR217W_mRNA	466	458	316	338	654	1578	0.4144486692015209
YHR073C-B_mRNA	18	36	18	9	27	81	0.3333333333333333
YPL214C_mRNA	484	474	313	352	665	1623	0.4097350585335798
YDL174C_mRNA	532	442	367	423	790	1764	0.4478458049886621
YLR040C_mRNA	190	198	189	98	287	675	0.42518518518518517
YHR072W_mRNA	652	620	448	476	924	2196	0.4207650273224044
YCR052W_mRNA	474	313	335	330	665	1452	0.45798898071625344
YJR121W_mRNA	425	451	314	346	660	1536	0.4296875
YOR175C_mRNA	582	584	318	376	694	1860	0.37311827956989246
YNR035C_mRNA	320	277	223	209	432	1029	0.4198250728862974
YNR008W_mRNA	615	532	361	478	839	1986	0.42245720040281975
YNL106C_mRNA	1163	986	701	702	1403	3552	0.39498873873873874
YAL035W_mRNA	1055	711	533	710	1243	3009	0.413094051179794
YHR115C_mRNA	385	331	289	246	535	1251	0.4276578737010392
YKL219W_mRNA	357	392	228	247	475	1224	0.3880718954248366
YBR285W_mRNA	164	109	78	84	162	435	0.3724137931034483
YOR290C_mRNA	1819	1301	951	1041	1992	5112	0.38967136150234744
YJL039C_mRNA	1582	1653	882	935	1817	5052	0.3596595407759303
YER091C-A_mRNA	66	57	46	53	99	222	0.44594594594594594
YNL081C_mRNA	154	102	81	95	176	432	0.4074074074074074
YPR161C_mRNA	692	488	386	408	794	1974	0.4022289766970618
YHR022C_mRNA	231	250	137	153	290	771	0.3761348897535668
YDR118W_mRNA	676	589	310	384	694	1959	0.35426237876467587
YCR068W_mRNA	431	382	357	393	750	1563	0.4798464491362764
YMR269W_mRNA	272	121	68	175	243	636	0.38207547169811323
YDR345C_mRNA	400	613	309	382	691	1704	0.4055164319248826
YMR171C_mRNA	553	452	311	337	648	1653	0.39201451905626133
YJL030W_mRNA	207	153	107	124	231	591	0.39086294416243655
YHR125W_mRNA	101	101	56	48	104	306	0.33986928104575165
YEL011W_mRNA	607	642	394	472	866	2115	0.4094562647754137
YCR038W-A_mRNA	31	42	16	37	53	126	0.42063492063492064
YDR435C_mRNA	301	287	182	217	399	987	0.40425531914893614
YBR178W_mRNA	123	113	71	68	139	375	0.37066666666666664
YPR053C_mRNA	129	126	103	98	201	456	0.4407894736842105
YML009C-A_mRNA	80	116	77	54	131	327	0.40061162079510704
YOR297C_mRNA	176	195	105	103	208	579	0.3592400690846287
YBR162W-A_mRNA	69	49	35	45	80	198	0.40404040404040403
YNL062C_mRNA	501	387	259	290	549	1437	0.38204592901878914
YJL150W_mRNA	89	103	70	41	111	303	0.36633663366336633
YGR240C_mRNA	852	880	579	653	1232	2964	0.4156545209176788
YIL117C_mRNA	302	273	207	175	382	957	0.3991640543364681
YBR240C_mRNA	417	333	303	300	603	1353	0.44567627494456763
YDL207W_mRNA	586	394	298	339	637	1617	0.3939393939393939
YPL013C_mRNA	125	88	55	98	153	366	0.4180327868852459
YLR096W_mRNA	1177	905	703	659	1362	3444	0.39547038327526135
YLR202C_mRNA	104	117	62	44	106	327	0.3241590214067278
YBR087W_mRNA	358	312	186	209	395	1065	0.37089201877934275
YOL137W_mRNA	405	519	255	315	570	1494	0.3815261044176707
YKL045W_mRNA	553	418	299	317	616	1587	0.38815374921235035
YOR190W_mRNA	440	384	222	292	514	1338	0.3841554559043348
YKL020C_mRNA	1065	901	682	601	1283	3249	0.3948907356109572
YOL150C_mRNA	97	108	54	53	107	312	0.34294871794871795
YOR153W_mRNA	1306	1432	865	933	1798	4536	0.39638447971781304
YDR168W_mRNA	577	401	240	303	543	1521	0.35700197238658776
YDR527W_mRNA	496	304	244	276	520	1320	0.3939393939393939
YFL062W_mRNA	331	374	194	241	435	1140	0.3815789473684211
YCR060W_mRNA	99	70	77	90	167	336	0.49702380952380953
YOR045W_mRNA	49	49	51	37	88	186	0.4731182795698925
YBR112C_mRNA	1031	600	736	534	1270	2901	0.43778007583591866
YJL074C_mRNA	1413	949	567	764	1331	3693	0.3604115894936366
YOR384W_mRNA	626	590	372	497	869	2085	0.41678657074340525
YGL139W_mRNA	718	760	458	473	931	2409	0.38646741386467415
YPL073C_mRNA	142	158	93	93	186	486	0.38271604938271603
YML093W_mRNA	1048	589	415	648	1063	2700	0.3937037037037037
YJL155C_mRNA	482	373	220	284	504	1359	0.3708609271523179
YGR104C_mRNA	324	249	180	171	351	924	0.37987012987012986
YOR033C_mRNA	758	543	379	429	808	2109	0.3831199620673305
YBR146W_mRNA	295	217	159	166	325	837	0.38829151732377537
YLR423C_mRNA	485	340	180	249	429	1254	0.34210526315789475
YDL012C_mRNA	98	74	92	60	152	324	0.4691358024691358
YOR183W_mRNA	133	98	82	77	159	390	0.4076923076923077
YHL002W_mRNA	476	335	272	276	548	1359	0.4032376747608536
YDR021W_mRNA	444	333	185	238	423	1200	0.3525
YPR043W_mRNA	75	77	53	74	127	279	0.4551971326164875
YOR266W_mRNA	444	362	217	249	466	1272	0.3663522012578616
YKL212W_mRNA	566	540	363	403	766	1872	0.4091880341880342
YHR191C_mRNA	128	100	61	113	174	402	0.43283582089552236
YEL031W_mRNA	1035	1178	689	746	1435	3648	0.39336622807017546
YOR072W_mRNA	73	102	83	57	140	315	0.4444444444444444
YKR101W_mRNA	696	546	313	410	723	1965	0.36793893129770994
YGL149W_mRNA	49	133	86	38	124	306	0.40522875816993464
YLR230W_mRNA	90	95	66	55	121	306	0.3954248366013072
YLR154W-B_mRNA	40	44	47	34	81	165	0.4909090909090909
YPR180W_mRNA	367	284	164	229	393	1044	0.3764367816091954
YGR296C-B_mRNA	111	153	140	79	219	483	0.453416149068323
YER074W-A_mRNA	79	84	35	60	95	258	0.3682170542635659
YLR285C-A_mRNA	50	75	26	20	46	171	0.26900584795321636
YMR247C_mRNA	1560	1503	775	851	1626	4689	0.3467690339091491
YLR359W_mRNA	444	432	265	308	573	1449	0.39544513457556935
YGL158W_mRNA	515	405	300	319	619	1539	0.40220922677063026
YOL114C_mRNA	226	149	107	127	234	609	0.3842364532019704
YGL206C_mRNA	1632	1474	925	931	1856	4962	0.3740427247077791
YPL277C_mRNA	438	383	300	343	643	1464	0.43920765027322406
YMR281W_mRNA	294	277	184	160	344	915	0.37595628415300547
YMR273C_mRNA	1030	551	581	586	1167	2748	0.42467248908296945
YGR236C_mRNA	92	72	46	78	124	288	0.4305555555555556
YLR169W_mRNA	79	128	94	53	147	354	0.4152542372881356
YDR525W-A_mRNA	51	86	55	48	103	240	0.42916666666666664
YPR195C_mRNA	97	79	70	84	154	330	0.4666666666666667
YKL207W_mRNA	214	216	150	182	332	762	0.4356955380577428
YDL121C_mRNA	163	122	71	94	165	450	0.36666666666666664
YBR211C_mRNA	348	269	175	183	358	975	0.3671794871794872
YNL284C_mRNA	325	255	169	220	389	969	0.40144478844169246
YMR192W_mRNA	766	594	398	405	803	2163	0.37124364308830327
YGR132C_mRNA	261	240	160	203	363	864	0.4201388888888889
YMR271C_mRNA	213	199	117	155	272	684	0.39766081871345027
YAR015W_mRNA	292	230	189	210	399	921	0.43322475570032576
YML117W_mRNA	1170	908	657	670	1327	3405	0.3897209985315712
YNL226W_mRNA	116	149	75	71	146	411	0.35523114355231145
YLR203C_mRNA	395	350	300	266	566	1311	0.43173150266971777
YMR103C_mRNA	78	100	94	91	185	363	0.509641873278237
YLR329W_mRNA	252	243	156	144	300	795	0.37735849056603776
YGL009C_mRNA	732	662	446	500	946	2340	0.4042735042735043
YLR260W_mRNA	709	537	393	425	818	2064	0.3963178294573643
YBR143C_mRNA	418	411	212	273	485	1314	0.3691019786910198
YCR089W_mRNA	1377	1435	1288	730	2018	4830	0.4178053830227743
YOL142W_mRNA	216	214	131	162	293	723	0.40525587828492393
YHL032C_mRNA	612	516	499	503	1002	2130	0.4704225352112676
YHL022C_mRNA	413	333	241	210	451	1197	0.3767752715121136
YIL083C_mRNA	360	312	215	211	426	1098	0.3879781420765027
YML132W_mRNA	336	375	197	232	429	1140	0.3763157894736842
YDL198C_mRNA	245	275	185	198	383	903	0.42414174972314506
YDL223C_mRNA	1074	729	709	629	1338	3141	0.4259789875835721
YDR280W_mRNA	294	253	155	216	371	918	0.40413943355119825
YKR070W_mRNA	325	305	193	236	429	1059	0.40509915014164305
YGL177W_mRNA	104	119	61	64	125	348	0.35919540229885055
YNL238W_mRNA	751	675	483	536	1019	2445	0.4167689161554192
YOR396W_mRNA	1572	1381	1100	1338	2438	5391	0.4522352068261918
YDR433W_mRNA	108	100	89	144	233	441	0.528344671201814
YPL033C_mRNA	303	257	132	154	286	846	0.3380614657210402
YPL104W_mRNA	662	545	345	425	770	1977	0.3894790085988872
YPL149W_mRNA	267	275	164	179	343	885	0.38757062146892657
YNL079C_mRNA	240	96	102	162	264	600	0.44
YNL306W_mRNA	207	179	101	167	268	654	0.40978593272171254
YML021C_mRNA	357	278	201	244	445	1080	0.41203703703703703
YGR021W_mRNA	287	178	181	227	408	873	0.46735395189003437
YPL245W_mRNA	413	379	265	308	573	1365	0.4197802197802198
YLR244C_mRNA	378	313	243	230	473	1164	0.4063573883161512
YOR196C_mRNA	405	328	202	310	512	1245	0.41124497991967873
YNL083W_mRNA	459	428	271	327	598	1485	0.4026936026936027
YPR105C_mRNA	904	744	448	490	938	2586	0.36272235112142304
YAL002W_mRNA	1220	1183	717	705	1422	3825	0.37176470588235294
YHR147C_mRNA	214	181	112	138	250	645	0.3875968992248062
YBR020W_mRNA	446	483	311	347	658	1587	0.41461877756773785
YDR231C_mRNA	187	137	133	161	294	618	0.47572815533980584
YDL188C_mRNA	353	310	215	256	471	1134	0.41534391534391535
YFR052C-A_mRNA	92	108	45	61	106	306	0.3464052287581699
YHR082C_mRNA	1101	847	579	563	1142	3090	0.36957928802588996
YLR422W_mRNA	1890	1749	1051	1109	2160	5799	0.37247801345059495
YHR005C_mRNA	500	376	228	315	543	1419	0.38266384778012685
YAL066W_mRNA	108	112	58	31	89	309	0.28802588996763756
YDL026W_mRNA	80	108	63	61	124	312	0.3974358974358974
YLR333C_mRNA	101	83	69	74	143	327	0.43730886850152906
YPR016C_mRNA	207	226	141	164	305	738	0.4132791327913279
YDR363W_mRNA	528	338	230	275	505	1371	0.36834427425237054
YJL225C_mRNA	1572	1316	1107	1282	2389	5277	0.45271934811445896
YFR010W-A_mRNA	45	74	46	24	70	189	0.37037037037037035
YER040W_mRNA	762	541	522	368	890	2193	0.4058367533059736
YML058W_mRNA	92	80	77	66	143	315	0.45396825396825397
YGR202C_mRNA	460	277	267	271	538	1275	0.42196078431372547
YJR117W_mRNA	379	450	305	228	533	1362	0.39133627019089573
YKR033C_mRNA	106	133	98	89	187	426	0.43896713615023475
YIL155C_mRNA	532	470	484	464	948	1950	0.48615384615384616
YOL050C_mRNA	83	118	57	63	120	321	0.37383177570093457
YER107W-A_mRNA	88	117	55	61	116	321	0.3613707165109034
YKR040C_mRNA	132	167	103	102	205	504	0.40674603174603174
YMR127C_mRNA	342	290	182	203	385	1017	0.3785644051130777
YDL151C_mRNA	113	214	157	98	255	582	0.4381443298969072
YLR081W_mRNA	426	572	337	390	727	1725	0.42144927536231885
YGR194C_mRNA	576	503	343	381	724	1803	0.40155296727676093
YMR136W_mRNA	572	451	419	241	660	1683	0.39215686274509803
YOL010W_mRNA	353	307	195	249	444	1104	0.40217391304347827
YML041C_mRNA	292	234	150	167	317	843	0.3760379596678529
YLR159W_mRNA	91	90	94	70	164	345	0.4753623188405797
YIL092W_mRNA	685	485	347	385	732	1902	0.38485804416403785
YGL085W_mRNA	282	226	131	186	317	825	0.3842424242424242
YOR221C_mRNA	364	298	233	188	421	1083	0.38873499538319484
YNL072W_mRNA	280	197	222	225	447	924	0.4837662337662338
YOR335W-A_mRNA	17	36	14	14	28	81	0.345679012345679
YLR214W_mRNA	629	670	356	406	762	2061	0.3697234352256186
YJL095W_mRNA	1553	1161	920	803	1723	4437	0.388325445120577
YNR070W_mRNA	1162	1261	746	833	1579	4002	0.3945527236381809
YIL162W_mRNA	458	476	349	316	665	1599	0.41588492808005
YGL123C-A_mRNA	51	79	55	46	101	231	0.43722943722943725
YBL016W_mRNA	317	259	254	232	486	1062	0.4576271186440678
YOR117W_mRNA	413	356	226	310	536	1305	0.410727969348659
YGR095C_mRNA	213	184	129	146	275	672	0.40922619047619047
YEL055C_mRNA	1065	880	499	625	1124	3069	0.36624307592049526
YDR202C_mRNA	373	290	197	196	393	1056	0.3721590909090909
YIL150C_mRNA	636	396	329	355	684	1716	0.3986013986013986
YEL042W_mRNA	451	468	314	324	638	1557	0.40976236351958895
YOL067C_mRNA	164	104	123	143	266	534	0.49812734082397003
YKL065C_mRNA	211	174	121	115	236	621	0.38003220611916266
YJL133C-A_mRNA	57	51	66	51	117	225	0.52
YBL008W_mRNA	833	692	452	546	998	2523	0.39556084026952043
YGL032C_mRNA	76	81	61	46	107	264	0.4053030303030303
YKL147C_mRNA	136	203	166	113	279	618	0.45145631067961167
YNL145W_mRNA	38	26	33	20	53	117	0.452991452991453
YIR035C_mRNA	189	214	154	208	362	765	0.47320261437908495
YLL012W_mRNA	513	493	329	387	716	1722	0.41579558652729387
YDR006C_mRNA	929	734	586	457	1043	2706	0.385439763488544
YKR043C_mRNA	225	207	168	216	384	816	0.47058823529411764
YLR041W_mRNA	115	83	46	77	123	321	0.38317757009345793
YPL218W_mRNA	153	193	97	130	227	573	0.3961605584642234
YCR048W_mRNA	439	479	445	470	915	1833	0.49918166939443537
YDR528W_mRNA	446	338	273	215	488	1272	0.3836477987421384
YPR010C-A_mRNA	75	61	40	43	83	219	0.3789954337899543
YNL032W_mRNA	303	214	135	194	329	846	0.3888888888888889
YPR014C_mRNA	89	105	66	70	136	330	0.4121212121212121
YDL036C_mRNA	503	352	238	296	534	1389	0.38444924406047515
YDR106W_mRNA	299	246	140	170	310	855	0.36257309941520466
YLR288C_mRNA	488	364	258	315	573	1425	0.40210526315789474
YJR146W_mRNA	93	91	87	83	170	354	0.480225988700565
YNL311C_mRNA	790	672	444	386	830	2292	0.3621291448516579
YBR074W_mRNA	911	910	548	562	1110	2931	0.37871033776867963
YER020W_mRNA	427	292	313	318	631	1350	0.4674074074074074
YDR130C_mRNA	338	194	164	180	344	876	0.3926940639269406
YNL152W_mRNA	416	319	265	230	495	1230	0.4024390243902439
YDR167W_mRNA	205	148	112	156	268	621	0.43156199677938806
YMR321C_mRNA	101	81	68	68	136	318	0.4276729559748428
YGL174W_mRNA	323	157	150	171	321	801	0.40074906367041196
YOR081C_mRNA	688	625	558	379	937	2250	0.41644444444444445
YJR115W_mRNA	156	123	141	90	231	510	0.45294117647058824
YMR251W_mRNA	340	245	253	263	516	1101	0.46866485013623976
YLR054C_mRNA	720	620	383	452	835	2175	0.3839080459770115
YML088W_mRNA	665	542	336	464	800	2007	0.39860488290981566
YOR174W_mRNA	306	202	161	186	347	855	0.4058479532163743
YKL079W_mRNA	731	507	355	378	733	1971	0.37189244038559105
YPL206C_mRNA	267	302	164	233	397	966	0.4109730848861284
YBR278W_mRNA	221	134	114	137	251	606	0.4141914191419142
YLR420W_mRNA	357	302	210	226	436	1095	0.39817351598173517
YDR267C_mRNA	296	280	153	264	417	993	0.4199395770392749
YGR166W_mRNA	572	497	325	289	614	1683	0.36482471776589426
YOR341W_mRNA	1611	1480	889	1015	1904	4995	0.38118118118118116
YNL172W_mRNA	1653	1567	964	1063	2027	5247	0.386315990089575
YLR100W_mRNA	312	300	198	234	432	1044	0.41379310344827586
YPL088W_mRNA	334	279	181	235	416	1029	0.4042759961127308
YOR132W_mRNA	590	396	335	335	670	1656	0.40458937198067635
YBR150C_mRNA	1112	990	542	641	1183	3285	0.36012176560121767
YNL192W_mRNA	1102	1043	592	659	1251	3396	0.36837455830388693
YLR207W_mRNA	814	652	506	530	1036	2502	0.4140687450039968
YPL163C_mRNA	240	209	214	120	334	783	0.42656449553001274
YGR107W_mRNA	126	142	99	83	182	450	0.40444444444444444
YMR306W_mRNA	1559	1721	1005	1073	2078	5358	0.3878312803284808
YIL050W_mRNA	289	243	171	155	326	858	0.37995337995337997
YAL009W_mRNA	237	220	142	181	323	780	0.41410256410256413
YER090C-A_mRNA	30	26	18	16	34	90	0.37777777777777777
YLL039C_mRNA	374	297	218	257	475	1146	0.4144851657940663
YIL165C_mRNA	100	102	64	94	158	360	0.4388888888888889
YKR025W_mRNA	296	188	151	214	365	849	0.4299175500588928
YOR202W_mRNA	181	157	151	174	325	663	0.49019607843137253
YBR130C_mRNA	495	323	229	231	460	1278	0.3599374021909233
YNL103W_mRNA	739	453	451	376	827	2019	0.4096087171867261
YBR220C_mRNA	466	493	352	372	724	1683	0.43018419489007725
YLR151C_mRNA	348	291	151	233	384	1023	0.375366568914956
YBL003C_mRNA	124	111	76	88	164	399	0.41102756892230574
YPL179W_mRNA	534	495	322	299	621	1650	0.37636363636363634
YKL071W_mRNA	232	236	151	152	303	771	0.39299610894941633
YPR125W_mRNA	466	351	261	287	548	1365	0.4014652014652015
YLL053C_mRNA	97	151	95	116	211	459	0.4596949891067538
YPR007C_mRNA	728	557	347	411	758	2043	0.3710230053842389
YFR012W-A_mRNA	32	16	25	14	39	87	0.4482758620689655
YDR227W_mRNA	1578	981	784	734	1518	4077	0.3723325974981604
YER006C-A_mRNA	108	107	57	46	103	318	0.3238993710691824
YNL214W_mRNA	204	170	101	125	226	600	0.37666666666666665
YDR526C_mRNA	96	182	103	90	193	471	0.40976645435244163
YHR054W-A_mRNA	43	71	42	39	81	195	0.4153846153846154
YGR150C_mRNA	957	725	431	482	913	2595	0.3518304431599229
YNL058C_mRNA	313	257	212	169	381	951	0.40063091482649843
YDR235W_mRNA	573	518	250	294	544	1635	0.3327217125382263
YDR278C_mRNA	83	115	68	52	120	318	0.37735849056603776
YJL127C_mRNA	694	467	356	406	762	1923	0.3962558502340094
YOR281C_mRNA	323	206	133	199	332	861	0.38559814169570267
YAL056W_mRNA	846	753	463	581	1044	2643	0.39500567536889897
YPR066W_mRNA	261	250	187	202	389	900	0.43222222222222223
YLR094C_mRNA	473	352	352	332	684	1509	0.4532803180914513
YEL024W_mRNA	173	202	127	146	273	648	0.4212962962962963
YNL154C_mRNA	590	398	328	325	653	1641	0.3979280926264473
YIL091C_mRNA	776	570	358	462	820	2166	0.3785780240073869
YIR011C_mRNA	331	245	184	200	384	960	0.4
YJL163C_mRNA	478	499	319	372	691	1668	0.41426858513189446
YLR238W_mRNA	555	353	246	283	529	1437	0.36812804453723036
